Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-07-26 00:00:00+05:30,15.104777533704416,15.323687141239162,12.970407033514773,13.244044303894043,1651087,0.0,0.0
2002-07-29 00:00:00+05:30,13.654502718318609,13.681866032846887,11.656949442448132,12.477861404418945,2308365,0.0,0.0
2002-07-30 00:00:00+05:30,13.134592331332138,13.462957348384164,11.84849662345381,12.231589317321777,2031646,0.0,0.0
2002-07-31 00:00:00+05:30,11.355949619797578,12.806227314280113,10.671856269207362,12.231589317321777,1985962,0.0,0.0
2002-08-01 00:00:00+05:30,12.724131417155894,12.888313340485137,12.067401636152498,12.532585144042969,1644010,0.0,0.0
2002-08-02 00:00:00+05:30,11.821134029675665,12.778864779054699,11.821134029675665,12.587318420410156,1606177,0.0,0.0
2002-08-05 00:00:00+05:30,12.99777138108834,13.736592278887311,12.587315442738182,13.490318298339844,1480615,0.0,0.0
2002-08-06 00:00:00+05:30,13.107226715519088,13.791319946102686,13.025134692774312,13.490318298339844,2083592,0.0,0.0
2002-08-07 00:00:00+05:30,13.818684627100366,13.900775614136215,13.1619546431265,13.27140998840332,1160911,0.0,0.0
2002-08-08 00:00:00+05:30,13.27140775824867,13.380863085132393,12.204221974584113,12.34104061126709,1115417,0.0,0.0
2002-08-09 00:00:00+05:30,12.34104061126709,12.860951848199742,11.766402754735934,12.34104061126709,1077862,0.0,0.0
2002-08-12 00:00:00+05:30,12.477860684117426,12.778862345770449,12.231587736048747,12.614679336547852,492797,0.0,0.0
2002-08-13 00:00:00+05:30,12.863105262998657,13.111534763928123,12.559470142289044,12.642279624938965,516878,0.2,0.0
2002-08-14 00:00:00+05:30,12.504263538496907,12.752693040796595,12.366247382325904,12.47666072845459,244266,0.0,0.0
2002-08-15 00:00:00+05:30,12.47666072845459,12.47666072845459,12.47666072845459,12.47666072845459,0,0.0,0.0
2002-08-16 00:00:00+05:30,12.642281966186527,12.697488649170204,12.366249604248045,12.504265785217285,265840,0.0,0.0
2002-08-19 00:00:00+05:30,12.614676920111258,13.001121526689328,12.28343793377312,12.393851280212402,991640,0.0,0.0
2002-08-20 00:00:00+05:30,12.66988588490656,12.66988588490656,12.283440155453151,12.421456336975098,471031,0.0,0.0
2002-08-21 00:00:00+05:30,12.697488887383924,13.166744122078878,12.421456520266881,12.531869888305664,284883,0.0,0.0
2002-08-22 00:00:00+05:30,12.614680627260386,12.669887316703935,12.173028164692,12.283441543579102,220320,0.0,0.0
2002-08-23 00:00:00+05:30,12.25583697090023,12.311042599460967,11.565756084092332,11.758977890014648,410299,0.0,0.0
2002-08-26 00:00:00+05:30,11.814186157546537,12.035011860373759,11.262121373988474,11.37253475189209,308210,0.0,0.0
2002-08-27 00:00:00+05:30,11.482945979391562,11.731375529442305,10.986087932269987,11.17931079864502,672062,0.0,0.0
2002-08-28 00:00:00+05:30,11.26212131711621,11.40013751230876,11.041295615404128,11.096502304077148,235467,0.0,0.0
2002-08-29 00:00:00+05:30,10.710055897832072,11.096501642524032,10.296007336939235,10.406420707702637,518723,0.0,0.0
2002-08-30 00:00:00+05:30,10.489229634602864,10.599642999316954,10.102783911083437,10.351213455200195,351860,0.0,0.0
2002-09-02 00:00:00+05:30,10.46162765106658,11.317327610154573,10.46162765106658,11.151708602905273,677748,0.0,0.0
2002-09-03 00:00:00+05:30,11.400135844494518,11.482945338899206,10.654848288892632,10.76526165008545,376108,0.0,0.0
2002-09-04 00:00:00+05:30,10.710055199989633,11.482945586033857,10.572039022018169,11.234517097473145,977278,0.0,0.0
2002-09-05 00:00:00+05:30,11.42773981251885,11.455342626571657,10.986087416814918,11.04129409790039,339338,0.0,0.0
2002-09-06 00:00:00+05:30,11.179311569043024,11.179311569043024,10.544437295471145,10.71005630493164,299703,0.0,0.0
2002-09-09 00:00:00+05:30,8.998653684238544,9.661131708284238,8.61220904769505,8.805431365966797,1439278,0.0,0.0
2002-09-10 00:00:00+05:30,8.805431365966797,8.805431365966797,8.805431365966797,8.805431365966797,0,0.0,0.0
2002-09-11 00:00:00+05:30,8.584607435172435,9.081466053117046,8.584607435172435,8.750226974487305,507431,0.0,0.0
2002-09-12 00:00:00+05:30,8.88824045208172,9.661130697267156,8.72262096340203,9.5507173538208,1131739,0.0,0.0
2002-09-13 00:00:00+05:30,9.5783245739412,10.378817909118618,8.225765380979976,8.69502067565918,6660862,0.0,0.0
2002-09-16 00:00:00+05:30,8.004938899346117,8.474194148869293,7.2044451147095,7.3148579597473145,3285732,0.0,0.0
2002-09-17 00:00:00+05:30,7.038825163088603,7.811715558635688,7.038825163088603,7.673699378967285,1702266,0.0,0.0
2002-09-18 00:00:00+05:30,7.590891627408247,7.618494974987745,7.39766872084183,7.480478763580322,506979,0.0,0.0
2002-09-19 00:00:00+05:30,7.452875416000825,7.618494974987745,7.2596525094344075,7.480478763580322,485347,0.0,0.0
2002-09-20 00:00:00+05:30,7.259650839962072,7.949731738304092,7.204444683988677,7.673699378967285,999421,0.0,0.0
2002-09-23 00:00:00+05:30,7.72890659679066,7.894526129162742,7.535683721274902,7.590890407562256,279394,0.0,0.0
2002-09-24 00:00:00+05:30,7.452873325968537,7.6460961783488735,7.425269986129929,7.508080005645752,173329,0.0,0.0
2002-09-25 00:00:00+05:30,7.452872753143311,7.563285577521533,7.397666077709262,7.4528727531433105,120113,0.0,0.0
2002-09-26 00:00:00+05:30,7.590889937057496,7.590889937057496,7.314857575709952,7.3700642585754395,74613,0.0,0.0
2002-09-27 00:00:00+05:30,7.314856963438261,7.480476471682014,7.314856963438261,7.3976664543151855,83638,0.0,0.0
2002-09-30 00:00:00+05:30,7.452874240383076,7.452874240383076,6.845602795385499,6.87320613861084,328610,0.0,0.0
2002-10-01 00:00:00+05:30,6.956016424149292,7.094032618862651,6.541967840009215,6.76279354095459,321788,0.0,0.0
2002-10-02 00:00:00+05:30,6.762793540954589,6.762793540954589,6.762793540954589,6.76279354095459,0,0.0,0.0
2002-10-03 00:00:00+05:30,7.066428184509277,7.287253851388662,7.011221504544471,7.066428184509277,398702,0.0,0.0
2002-10-04 00:00:00+05:30,7.066429199506033,7.3976677474030375,7.0112225116115345,7.342461585998535,310153,0.0,0.0
2002-10-07 00:00:00+05:30,7.728906035423279,8.833035469055176,7.728906035423279,8.833035469055176,3202472,0.0,0.0
2002-10-08 00:00:00+05:30,9.219480236106422,9.716338219128616,8.998653529892316,9.274685859680176,3268250,0.0,0.0
2002-10-09 00:00:00+05:30,9.523114674915288,9.6335280198743,8.777827228891194,8.860636711120605,1074161,0.0,0.0
2002-10-10 00:00:00+05:30,8.722622152071306,8.971051155700412,8.308573637192826,8.61220932006836,954896,0.0,0.0
2002-10-11 00:00:00+05:30,8.557002148631238,9.081463991836026,8.33617649732703,8.915843963623047,1131623,0.0,0.0
2002-10-14 00:00:00+05:30,8.83303703550335,8.83303703550335,8.170559363138606,8.391385078430176,507073,0.0,0.0
2002-10-15 00:00:00+05:30,8.391385078430176,8.391385078430176,8.391385078430176,8.391385078430176,0,0.0,0.0
2002-10-16 00:00:00+05:30,8.446590589065606,8.501796746921745,7.949732009420594,8.060145378112793,417333,0.0,0.0
2002-10-17 00:00:00+05:30,8.06014463356372,8.777828304827821,7.86692178269113,8.61220932006836,928135,0.0,0.0
2002-10-18 00:00:00+05:30,8.805433218082964,9.081466137155447,8.474194662877998,8.529400825500488,819076,0.0,0.0
2002-10-21 00:00:00+05:30,8.280972220784392,8.529401282109916,8.142956017104652,8.391385078430176,202000,0.0,0.0
2002-10-22 00:00:00+05:30,8.446590865404298,8.612210397371046,8.142955144546926,8.308574676513672,342635,0.0,0.0
2002-10-23 00:00:00+05:30,8.308574928014123,8.39138443325915,8.170558734945748,8.198162078857422,154815,0.0,0.0
2002-10-24 00:00:00+05:30,8.280970233229167,8.363779724965495,8.06014457093902,8.115350723266602,110380,0.0,0.0
2002-10-25 00:00:00+05:30,7.894526874298405,8.142955933059852,7.590891124038846,7.839320182800293,264477,0.0,0.0
2002-10-28 00:00:00+05:30,8.004939272715538,8.004939272715538,7.535684001305179,7.618494033813477,110351,0.0,0.0
2002-10-29 00:00:00+05:30,7.784113009362217,8.308574404690319,7.728906325016117,8.060145378112793,348430,0.0,0.0
2002-10-30 00:00:00+05:30,8.17055822031503,8.336177746863369,7.977335351593643,8.060145378112793,243297,0.0,0.0
2002-10-31 00:00:00+05:30,8.00494078316134,8.060147481917113,7.866924562762007,7.894527912139893,90096,0.0,0.0
2002-11-01 00:00:00+05:30,8.032542035939743,8.280971062517269,7.866922509391405,8.060145378112793,197508,0.0,0.0
2002-11-04 00:00:00+05:30,8.00493927404462,8.170558812598717,7.922129768012573,7.9773359298706055,59220,0.0,0.0
2002-11-05 00:00:00+05:30,7.92212906196788,8.004938560619689,7.839319036826118,7.866922378540039,90653,0.0,0.0
2002-11-06 00:00:00+05:30,7.866922378540039,7.866922378540039,7.866922378540039,7.866922378540039,0,0.0,0.0
2002-11-07 00:00:00+05:30,7.673701563477489,7.8393211315252955,7.508082521919775,7.701304912567139,114959,0.0,0.0
2002-11-08 00:00:00+05:30,7.563288772585453,8.115353654182787,7.563288772585453,7.894527912139893,310917,0.0,0.0
2002-11-11 00:00:00+05:30,7.949731738304092,7.949731738304092,7.618493222993889,7.673699378967285,132364,0.0,0.0
2002-11-12 00:00:00+05:30,7.7289068840012085,7.811716390019508,7.5080811836257455,7.618494033813477,101376,0.0,0.0
2002-11-13 00:00:00+05:30,8.11535356944161,8.11535356944161,7.673701563477489,7.701304912567139,171350,0.0,0.0
2002-11-14 00:00:00+05:30,7.839318899867358,7.922128923562366,7.618493222993889,7.673699378967285,188783,0.0,0.0
2002-11-15 00:00:00+05:30,7.728905963165908,7.9497316372318165,7.646096467013677,7.756509304046631,215314,0.0,0.0
2002-11-18 00:00:00+05:30,7.8117154593181395,7.866922141079585,7.728905963165908,7.756509304046631,82461,0.0,0.0
2002-11-19 00:00:00+05:30,7.756509304046631,7.756509304046631,7.756509304046631,7.756509304046631,0,0.0,0.0
2002-11-20 00:00:00+05:30,7.839318899867358,7.839318899867358,7.618493222993889,7.673699378967285,84251,0.0,0.0
2002-11-21 00:00:00+05:30,7.728905077333804,7.784111752767854,7.3148565910480645,7.4528727531433105,219555,0.0,0.0
2002-11-22 00:00:00+05:30,7.508081123192034,7.563287284596537,7.176842048805034,7.342461585998535,127704,0.0,0.0
2002-11-25 00:00:00+05:30,7.452874496524302,8.1429554684247,7.397667808176271,7.9773359298706055,575589,0.0,0.0
2002-11-26 00:00:00+05:30,8.55700229748243,8.55700229748243,8.142953799217151,8.446589469909668,510500,0.0,0.0
2002-11-27 00:00:00+05:30,8.55700312403297,8.639812621088925,8.198161268137241,8.25336742401123,408128,0.0,0.0
2002-11-28 00:00:00+05:30,8.501796441669038,8.501796441669038,8.198161268137241,8.25336742401123,232291,0.0,0.0
2002-11-29 00:00:00+05:30,8.363781582180914,8.750227366735565,8.142955870855422,8.69502067565918,506800,0.0,0.0
2002-12-02 00:00:00+05:30,8.97105201815112,10.102784313095135,8.777829148702649,9.854355812072754,1355437,0.0,0.0
2002-12-03 00:00:00+05:30,10.047578458678318,10.378816452695046,9.247084182851456,9.385100364685059,1174778,0.0,0.0
2002-12-04 00:00:00+05:30,9.661132383267455,9.743941878813775,8.943448684559533,9.357497215270996,587850,0.0,0.0
2002-12-05 00:00:00+05:30,9.523117688173796,9.992372973259526,9.385101489794465,9.495514869689941,849274,0.0,0.0
2002-12-06 00:00:00+05:30,10.737659911807874,11.400136986381806,10.516833167303274,10.95848560333252,3597638,0.0,0.0
2002-12-09 00:00:00+05:30,11.317327462499497,11.538153153610814,8.888242754315108,9.605926513671875,2747332,0.0,0.0
2002-12-10 00:00:00+05:30,9.13667195925872,9.854356826369155,9.109069140630641,9.771547317504883,638916,0.0,0.0
2002-12-11 00:00:00+05:30,10.102782111265732,10.13038597401655,9.771544182093502,9.826749801635742,412642,0.0,0.0
2002-12-12 00:00:00+05:30,10.047578099173899,10.13038759471514,9.716339064029071,9.799148559570312,310544,0.0,0.0
2002-12-13 00:00:00+05:30,9.881959082717227,10.15799146521201,9.854356265659739,10.07518196105957,362291,0.0,0.0
2002-12-16 00:00:00+05:30,10.627245318290747,10.848070984438483,10.019973946649595,10.130387306213379,796191,0.0,0.0
2002-12-17 00:00:00+05:30,10.157990997648975,10.213197682202813,9.71633962717812,9.854355812072754,316922,0.0,0.0
2002-12-18 00:00:00+05:30,9.771546311731958,9.937165312413548,9.71633962717812,9.854355812072754,148450,0.0,0.0
2002-12-19 00:00:00+05:30,9.440307682774986,9.85435625611617,9.440307682774986,9.716340065002441,343330,0.0,0.0
2002-12-20 00:00:00+05:30,9.771546571740329,9.909562760307395,9.523117011127626,9.605926513671875,152408,0.0,0.0
2002-12-23 00:00:00+05:30,9.88195959336405,9.88195959336405,9.440308179742203,9.495514869689941,112353,0.0,0.0
2002-12-24 00:00:00+05:30,9.633528130019894,9.633528130019894,9.49551197373296,9.57832145690918,87281,0.0,0.0
2002-12-25 00:00:00+05:30,9.57832145690918,9.57832145690918,9.57832145690918,9.57832145690918,0,0.0,0.0
2002-12-26 00:00:00+05:30,9.743941878216196,9.909561922278543,9.661132382674955,9.799148559570312,229056,0.0,0.0
2002-12-27 00:00:00+05:30,9.909562704767675,10.075181708927936,9.633530329180608,9.688735961914062,456045,0.0,0.0
2002-12-30 00:00:00+05:30,9.440306663513184,9.495513344594052,9.247083806220076,9.440306663513184,312623,0.0,0.0
2002-12-31 00:00:00+05:30,9.412703639081991,9.909562760307395,9.38510082256056,9.605926513671875,343877,0.0,0.0
2003-01-01 00:00:00+05:30,9.661130837049628,9.909560336908497,9.495511872463513,9.826749801635742,344574,0.0,0.0
2003-01-02 00:00:00+05:30,9.881956331180183,9.937163002903361,9.495511735077306,9.5507173538208,443156,0.0,0.0
2003-01-03 00:00:00+05:30,9.68873670503698,9.799150084932457,9.467910998226058,9.495514869689941,350108,0.0,0.0
2003-01-06 00:00:00+05:30,9.633528730788212,9.633528730788212,9.2470830478933,9.274685859680176,187350,0.0,0.0
2003-01-07 00:00:00+05:30,9.385100805937354,9.412703622409895,9.136671245764678,9.247084617614746,98341,0.0,0.0
2003-01-08 00:00:00+05:30,9.164272648720225,9.523114431183375,9.164272648720225,9.191875457763672,154201,0.0,0.0
2003-01-09 00:00:00+05:30,9.30229130353978,9.440307491862388,9.219481801142205,9.247084617614746,97495,0.0,0.0
2003-01-10 00:00:00+05:30,9.329892618374288,9.329892618374288,9.081464151165909,9.1090669631958,126203,0.0,0.0
2003-01-13 00:00:00+05:30,8.971051171838974,9.191876836242121,8.971051171838974,9.053860664367676,117245,0.0,0.0
2003-01-14 00:00:00+05:30,9.10906734371342,9.10906734371342,8.91584449249323,9.053860664367676,119874,0.0,0.0
2003-01-15 00:00:00+05:30,9.109067966821234,9.247084148136707,8.971051785505761,9.02625846862793,163438,0.0,0.0
2003-01-16 00:00:00+05:30,8.971052422392315,10.019975264260653,8.971052422392315,9.716340065002441,691506,0.0,0.0
2003-01-17 00:00:00+05:30,10.213197835356656,10.682453081631193,10.019974963010677,10.406420707702637,2043205,0.0,0.0
2003-01-20 00:00:00+05:30,10.572040283973944,10.986088867312192,9.937166000117962,10.461627960205078,2108746,0.0,0.0
2003-01-21 00:00:00+05:30,10.792866730560164,10.986089626737419,10.37881811860036,10.434024810791016,852962,0.0,0.0
2003-01-22 00:00:00+05:30,10.48922914532593,10.599642504889717,10.075180626431488,10.130387306213379,306968,0.0,0.0
2003-01-23 00:00:00+05:30,10.351214401472431,10.351214401472431,9.937165825413533,9.992372512817383,217501,0.0,0.0
2003-01-24 00:00:00+05:30,10.13038648020681,10.157989291357175,9.385098996369736,9.523115158081055,397526,0.0,0.0
2003-01-27 00:00:00+05:30,10.213196202150808,10.268402878704334,9.10906688299937,9.274685859680176,491987,0.0,0.0
2003-01-28 00:00:00+05:30,9.219481038367174,9.385100029459814,9.109067675652172,9.357497215270996,250741,0.0,0.0
2003-01-29 00:00:00+05:30,9.523119107945261,9.55072193054433,8.998657054721418,9.081467628479004,204338,0.0,0.0
2003-01-30 00:00:00+05:30,9.164273262023926,9.357496097198174,9.109066587262749,9.164273262023926,110435,0.0,0.0
2003-01-31 00:00:00+05:30,9.0262591094338,9.826752386105438,8.833036231278587,9.716340065002441,396367,0.0,0.0
2003-02-03 00:00:00+05:30,9.85435366438656,9.937163146679618,9.550717492005754,9.826749801635742,481247,0.0,0.0
2003-02-04 00:00:00+05:30,10.047576491723492,10.157988783787669,9.716337509571565,9.826749801635742,728279,0.0,0.0
2003-02-05 00:00:00+05:30,10.047578003789653,10.351213168885003,9.854355147374495,9.964767456054688,760149,0.0,0.0
2003-02-06 00:00:00+05:30,10.157991579835807,10.157991579835807,9.743943001421467,9.909563064575195,195006,0.0,0.0
2003-02-07 00:00:00+05:30,9.992372447229897,9.992372447229897,9.661133377960955,9.716340065002441,114643,0.0,0.0
2003-02-10 00:00:00+05:30,9.82675132511954,9.854355192149903,9.41270279648282,9.440306663513184,103847,0.0,0.0
2003-02-11 00:00:00+05:30,9.495511939397797,9.71633757806246,9.4679080764524,9.661130905151367,158644,0.0,0.0
2003-02-12 00:00:00+05:30,9.661132728352268,9.661132728352268,9.329893681355637,9.385100364685059,96673,0.0,0.0
2003-02-13 00:00:00+05:30,9.385100364685059,9.385100364685059,9.385100364685059,9.385100364685059,0,0.0,0.0
2003-02-14 00:00:00+05:30,9.66113154257509,9.66113154257509,9.164273559552896,9.274685859680176,122703,0.0,0.0
2003-02-17 00:00:00+05:30,9.523115356549573,9.799147685724922,9.467908680118548,9.633528709411621,171578,0.0,0.0
2003-02-18 00:00:00+05:30,9.854355627785008,9.992371810098579,9.633529946679275,9.743942260742188,543078,0.0,0.0
2003-02-19 00:00:00+05:30,9.937165092019475,9.937165092019475,9.219481367676696,9.385100364685059,167482,0.0,0.0
2003-02-20 00:00:00+05:30,9.164273559552896,9.550718189468036,9.136669694786246,9.274685859680176,172539,0.0,0.0
2003-02-21 00:00:00+05:30,9.385100805937354,9.385100805937354,9.16427511521717,9.247084617614746,70313,0.0,0.0
2003-02-24 00:00:00+05:30,9.10906744531637,9.550718779048864,9.10906744531637,9.329893112182617,147359,0.0,0.0
2003-02-25 00:00:00+05:30,8.777827591675429,9.385098908088894,8.777827591675429,9.164273262023926,107399,0.0,0.0
2003-02-26 00:00:00+05:30,9.136670543250156,9.219481092260416,8.971051551189378,8.99865436553955,73225,0.0,0.0
2003-02-27 00:00:00+05:30,9.081464071212492,9.357496401000352,8.943447906318564,9.274685859680176,121764,0.0,0.0
2003-02-28 00:00:00+05:30,9.523115859336757,9.743941523739906,8.91584449249323,9.053860664367676,380694,0.0,0.0
2003-03-03 00:00:00+05:30,9.605924950592343,9.605924950592343,9.053860286156233,9.1090669631958,69390,0.0,0.0
2003-03-04 00:00:00+05:30,9.053861540693184,9.247084410615463,8.639812984993984,8.77782917022705,206297,0.0,0.0
2003-03-05 00:00:00+05:30,8.667417723622442,8.722624417205216,8.418988655480057,8.639814376831055,151692,0.0,0.0
2003-03-06 00:00:00+05:30,8.695018463570856,8.750225140602183,8.418986131394004,8.446589469909668,104765,0.0,0.0
2003-03-07 00:00:00+05:30,8.308573572637913,8.418986403782986,8.06014457093902,8.115350723266602,182203,0.0,0.0
2003-03-10 00:00:00+05:30,8.11535244779629,8.11535244779629,7.756510538697653,7.784113883972168,168133,0.0,0.0
2003-03-11 00:00:00+05:30,7.452874305453131,7.811716191045621,7.452874305453131,7.646097183227539,178669,0.0,0.0
2003-03-12 00:00:00+05:30,7.8669233066695075,8.00493950503213,7.673700418365829,7.728907108306885,145069,0.0,0.0
2003-03-13 00:00:00+05:30,7.756508809924967,7.756508809924967,7.3424603025605375,7.3976664543151855,201056,0.0,0.0
2003-03-14 00:00:00+05:30,7.397666454315186,7.397666454315186,7.397666454315186,7.3976664543151855,0,0.0,0.0
2003-03-17 00:00:00+05:30,7.232048705920837,7.452874403579034,7.149238674431519,7.2044453620910645,170104,0.0,0.0
2003-03-18 00:00:00+05:30,7.2044453620910645,7.2044453620910645,7.2044453620910645,7.2044453620910645,0,0.0,0.0
2003-03-19 00:00:00+05:30,7.232048457591447,7.452874147667075,7.1768417718275535,7.3148579597473145,169388,0.0,0.0
2003-03-20 00:00:00+05:30,7.342460493104023,7.5908894986716575,7.204444320400903,7.508080005645752,141868,0.0,0.0
2003-03-21 00:00:00+05:30,7.56328654053055,7.701302720198954,7.480477043325485,7.673699378967285,67648,0.0,0.0
2003-03-24 00:00:00+05:30,7.894527312208542,7.894527312208542,7.397668640634823,7.425271987915039,87213,0.0,0.0
2003-03-25 00:00:00+05:30,7.287254616865367,7.4804774905490214,7.232048457591447,7.3148579597473145,159201,0.0,0.0
2003-03-26 00:00:00+05:30,7.370064898579709,7.508081091238579,7.176842018261292,7.2044453620910645,221558,0.0,0.0
2003-03-27 00:00:00+05:30,7.176842771724009,7.397668492565651,7.094033258030905,7.232049465179443,108594,0.0,0.0
2003-03-28 00:00:00+05:30,7.342459764873219,7.370063101974106,7.176840268757759,7.259649753570557,80056,0.0,0.0
2003-03-31 00:00:00+05:30,7.259650511406259,7.370063871335871,7.038824844526874,7.066428184509277,256317,0.0,0.0
2003-04-01 00:00:00+05:30,7.1768416449625665,7.259651145654609,7.094032144270523,7.1216349601745605,78695,0.0,0.0
2003-04-02 00:00:00+05:30,7.3148565910480645,7.535682239804508,7.204443766669843,7.4528727531433105,109110,0.0,0.0
2003-04-03 00:00:00+05:30,7.480478138932541,7.949732902639219,7.480478138932541,7.784113883972168,148394,0.0,0.0
2003-04-04 00:00:00+05:30,7.784113009362217,8.17055822031503,7.646096824986929,8.060145378112793,306930,0.0,0.0
2003-04-07 00:00:00+05:30,8.722624038430153,8.722624038430153,8.004939685469376,8.33617877960205,281461,0.0,0.0
2003-04-08 00:00:00+05:30,8.30857422048948,9.191877465014539,8.087748014490753,9.02625846862793,831881,0.0,0.0
2003-04-09 00:00:00+05:30,8.998657054721418,9.523119107945261,8.639815096032562,9.081467628479004,1213131,0.0,0.0
2003-04-10 00:00:00+05:30,8.998654774134781,9.164274826695618,8.391383880528178,8.50179672241211,439681,0.0,0.0
2003-04-11 00:00:00+05:30,8.915844021767848,9.826750497450549,8.915844021767848,9.633528709411621,1250711,0.0,0.0
2003-04-15 00:00:00+05:30,9.937165209077467,10.378816574955609,9.523116658699237,10.019974708557129,1680675,0.0,0.0
2003-04-16 00:00:00+05:30,11.124105806284266,11.5381544173344,10.62724768362012,10.792866706848145,2125622,0.0,0.0
2003-04-17 00:00:00+05:30,10.54443702123105,10.792865528960656,10.213197957944951,10.59964370727539,827160,0.0,0.0
2003-04-18 00:00:00+05:30,10.59964370727539,10.59964370727539,10.59964370727539,10.59964370727539,0,0.0,0.0
2003-04-21 00:00:00+05:30,11.15170741966391,12.725090980529785,10.903277882169375,12.725090980529785,4082461,0.0,0.0
2003-04-22 00:00:00+05:30,13.249552152139707,13.967235805855353,13.028726493533338,13.194345474243164,5189052,0.0,0.0
2003-04-23 00:00:00+05:30,13.35996604152846,13.774014562819882,12.504265132404951,13.332362174987793,3423882,0.0,0.0
2003-04-24 00:00:00+05:30,13.1115362195539,13.718807581371307,13.028726727710575,13.221949577331543,1800700,0.0,0.0
2003-04-25 00:00:00+05:30,13.111534727386449,13.111534727386449,12.03500829699863,12.117818832397461,2177769,0.0,0.0
2003-04-28 00:00:00+05:30,12.228232592966814,13.056329622553458,12.173025913731738,12.78029727935791,2776351,0.0,0.0
2003-04-29 00:00:00+05:30,13.056329305991708,13.580791166539159,13.001122628095166,13.194345474243164,2260429,0.0,0.0
2003-04-30 00:00:00+05:30,13.359968128251591,13.470380452720278,12.97352236016117,13.083935737609863,921533,0.0,0.0
2003-05-01 00:00:00+05:30,13.083935737609863,13.083935737609863,13.083935737609863,13.083935737609863,0,0.0,0.0
2003-05-02 00:00:00+05:30,13.194346092254682,13.359966133701803,12.863107062340285,13.166743278503418,853468,0.0,0.0
2003-05-05 00:00:00+05:30,13.359966572219857,13.497982751466013,12.973520849138668,13.028727531433105,867839,0.0,0.0
2003-05-06 00:00:00+05:30,13.166743511538789,14.408889105967356,13.028727334380058,14.07765007019043,3290741,0.0,0.0
2003-05-07 00:00:00+05:30,14.546906612330059,14.767732305365703,13.967237983509035,14.105254173278809,3827078,0.0,0.0
2003-05-08 00:00:00+05:30,14.436490899560528,14.519300389405238,13.58079108286554,14.1604585647583,2380643,0.0,0.0
2003-05-09 00:00:00+05:30,14.13285679957499,14.408889154828486,13.912031125968166,13.994840621948242,1351735,0.0,0.0
2003-05-12 00:00:00+05:30,14.215667187855109,14.215667187855109,13.635999626629692,13.718809127807617,988039,0.0,0.0
2003-05-13 00:00:00+05:30,13.580793270849597,14.05004852621045,13.580793270849597,13.74641227722168,1041580,0.0,0.0
2003-05-14 00:00:00+05:30,13.829220189941532,13.912030736583688,13.221949867764653,13.332362174987793,803731,0.0,0.0
2003-05-15 00:00:00+05:30,13.470380938847061,14.077652430770422,13.249555228960396,13.93963623046875,1557821,0.0,0.0
2003-05-16 00:00:00+05:30,14.132857238708247,14.46409628590061,13.691204824791797,13.85682487487793,1167088,0.0,0.0
2003-05-19 00:00:00+05:30,13.52558330475827,13.52558330475827,12.421454055390246,12.47666072845459,1490987,0.0,0.0
